0 136 212
0 42 170
20 108 167
20 28 101
40 108 167
60 58 214
60 24 205
60 111 208
60 5 206
60 3 5
80 5 200
80 53 210
80 108 167
80 58 123
80 5 149
80 98 108
80 58 64
80 160 203
100 28 36
100 53 105
100 89 111
100 5 20
140 81 108
140 6 167
140 40 98
160 108 167
160 58 214
160 5 19
180 32 149
180 108 167
180 149 199
200 20 149
200 24 101
240 19 103
240 58 214
260 64 111
260 89 111
260 99 162
260 58 200
280 108 167
280 80 216
280 80 205
300 98 108
300 24 36
300 3 101
320 53 111
340 23 53
360 89 199
360 20 92
380 5 205
400 136 212
400 136 199
400 5 123
420 60 102
420 32 149
420 60 103
420 108 167
420 20 170
420 60 91
420 13 103
420 99 149
420 60 170
480 28 36
480 23 111
540 32 170
560 179 208
560 28 101
560 53 208
580 28 36
580 19 206
580 108 167
580 36 53
580 53 136
580 17 179
600 136 212
600 5 200
620 53 208
620 19 216
620 123 214
640 89 199
640 19 20
640 5 208
660 5 206
700 149 200
740 101 106
740 210 214
740 108 167
740 24 214
780 64 212
780 42 102
780 120 199
800 23 111
800 19 99
800 36 103
820 58 216
820 28 106
820 32 58
840 32 216
840 19 89
840 101 102
840 32 170
840 20 149
840 19 200
840 200 206
840 99 200
840 89 214
840 92 205
840 19 99
840 42 170
840 111 170
840 116 155
860 19 20
860 17 123
860 123 200
860 28 103
860 92 149
860 64 216
860 165 216
860 111 149
880 28 53
880 5 199
880 102 149
880 1 53
880 170 208
880 105 170
900 1 203
900 58 212
900 28 203
920 5 58
920 17 91
920 104 123
940 19 199
940 24 111
940 17 19
960 38 105
960 108 167
960 80 205
960 28 111
960 3 20
960 160 203
980 108 167
980 20 24
980 5 32
980 17 203
1000 116 155
1000 93 106
1020 19 206
1020 5 28
1040 23 149
1040 17 64
1040 149 210
1040 20 149
1040 179 214
1040 23 179
1040 5 99
1040 6 167
1060 116 151
1060 19 103
1060 32 212
1060 32 99
1060 32 216
1080 58 199
1080 32 208
1080 58 80
1080 28 203
1100 60 92
1100 60 91
1100 28 179
1100 1 5
1100 20 28
1100 28 203
1100 92 179
1120 98 108
1120 19 99
1120 19 200
1140 39 151
1160 98 135
1160 81 135
1160 192 198
1180 110 122
1180 53 80
1180 80 136
1180 25 63
1180 91 162
1180 25 144
1180 92 162
1200 40 155
1200 21 45
1200 101 105
1220 101 106
1220 20 58
1220 123 136
1240 28 36
1240 93 199
1240 93 212
1260 91 102
1260 149 212
1260 36 208
1260 64 212
1260 210 216
1260 28 102
1260 92 104
1260 17 205
1260 105 111
1260 23 64
1280 58 203
1280 32 170
1280 120 123
1280 1 93
1280 64 102
1280 24 58
1280 19 32
1280 58 160
1280 58 99
1280 5 214
1280 42 170
1280 1 123
1280 123 209
1300 123 216
1300 53 93
1300 53 210
1300 120 123
1300 165 203
1300 92 102
1300 160 170
1300 1 80
1300 13 210
1300 120 209
1300 42 102
1300 36 93
1300 28 210
1320 23 149
1320 111 123
1320 93 214
1320 104 179
1320 23 102
1320 42 140
1320 123 199
1320 17 93
1320 5 208
1320 42 120
1320 80 210
1320 80 140
1320 28 101
1340 123 140
1340 89 102
1340 42 203
1340 89 199
1340 5 203
1340 89 216
1340 64 149
1340 179 209
1340 123 160
1340 37 98
1340 32 210
1340 5 19
1340 60 214
1340 101 203
1340 13 209
1360 53 80
1360 7 155
